gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
Male,Urban,High School,4.7,0,0,4766.0,More than 1,A,Gold,47832
Male,Rural,Bachelor,36.57,0,4,,More than 1,C,Gold,117660
Male,Urban,Bachelor,,0,2,6300.0,More than 1,A,Platinum,115440
Female,Rural,High School,29.61,1,7,3218.0,More than 1,A,Gold,102480
Male,Urban,High School,3.04,0,7,,More than 1,B,Platinum,100164
Male,Urban,Bachelor,8.81,0,3,4126.0,1,A,Platinum,63360
Female,Rural,Bachelor,9.04,1,4,0.0,More than 1,,Silver,66336
Male,Urban,High School,3.56,0,4,3366.0,More than 1,A,Platinum,64584
Male,Urban,Bachelor,,1,5,11509.0,More than 1,A,Gold,460152
Male,Rural,Bachelor,37.47,0,7,2765.0,More than 1,B,Platinum,101568
Male,Rural,High School,8.45,1,0,5097.0,More than 1,A,Silver,65016
Female,Rural,Bachelor,93.73,1,5,2641.0,More than 1,A,Gold,96852
Male,Urban,Bachelor,9.6,1,5,3720.0,More than 1,B,Platinum,59208
Female,Urban,High School,59.21,1,6,2292.0,More than 1,A,Platinum,60000
Female,Urban,High School,6.86,0,7,5949.0,1,A,Gold,57156
Male,,High School,9.33,1,4,5008.0,1,A,Platinum,34068
Male,Urban,Bachelor,8.77,0,5,10624.0,More than 1,A,Gold,109104
Female,Urban,High School,4.87,1,1,8170.0,More than 1,,Platinum,102636
Male,,Bachelor,3.05,1,4,2981.0,More than 1,B,Silver,103200
Male,Urban,Bachelor,9.55,1,6,,1,A,Gold,53808
Male,Urban,Bachelor,7.92,1,7,3916.0,More than 1,,Silver,65856
Female,Urban,High School,4.12,0,5,6632.0,More than 1,C,Platinum,526956
Female,Urban,High School,9.27,1,3,0.0,More than 1,B,Platinum,111012
Male,Rural,Bachelor,5.74,1,7,2762.0,More than 1,A,Gold,103668
Male,Urban,Bachelor,64.32,1,6,6233.0,More than 1,A,Gold,61692
Female,,High School,8.63,0,6,6995.0,More than 1,A,Gold,106584
Female,Rural,Bachelor,3.86,1,5,5030.0,1,B,Platinum,33708
Female,Urban,High School,2.01,0,5,,1,B,Platinum,109956
Male,Urban,Bachelor,,1,0,5029.0,More than 1,A,Silver,68436
Male,Rural,Bachelor,2.35,0,0,2456.0,More than 1,B,Platinum,59364
Male,Urban,Bachelor,9.32,1,8,0.0,1,B,Platinum,58164
Female,Rural,High School,5.78,0,5,0.0,1,B,Silver,53220
Male,Urban,Bachelor,5.34,0,5,5919.0,More than 1,A,Platinum,182916
Female,Urban,Bachelor,4.0,1,7,5131.0,More than 1,,Gold,52728
Male,Urban,High School,0.77,1,6,5306.0,More than 1,A,Platinum,123540
Female,Urban,High School,,1,7,2407.0,More than 1,A,Silver,65040
Male,Urban,High School,8.58,1,2,5987.0,More than 1,C,Platinum,92400
Female,Rural,Bachelor,8.13,0,7,0.0,More than 1,C,Silver,64812
Female,Urban,High School,2.97,0,3,3587.0,More than 1,A,Platinum,288684
Female,Rural,Bachelor,6.63,0,6,5241.0,More than 1,A,Silver,101820
Male,,Bachelor,85.85,0,6,0.0,More than 1,B,Silver,77580
Female,Urban,Bachelor,8.49,1,5,,More than 1,A,Platinum,70632
Female,Rural,High School,,1,3,2657.0,More than 1,B,Platinum,80616
Male,Urban,Bachelor,2.59,1,6,0.0,1,A,Platinum,36924
Female,Rural,Bachelor,78.44,1,0,0.0,More than 1,A,Platinum,57000
Male,Urban,High School,7.23,0,6,3308.0,More than 1,C,Platinum,56664
Female,Rural,High School,7.6,1,5,5930.0,More than 1,A,Platinum,86508
Male,Urban,Bachelor,87.03,1,8,4103.0,More than 1,,Platinum,54900
Male,Rural,Bachelor,6.35,0,1,6738.0,More than 1,,Platinum,278376
Male,Urban,High School,6.24,1,5,6235.0,More than 1,A,Platinum,158016
Male,Urban,Bachelor,9.13,0,2,7411.0,More than 1,A,Platinum,71484
Female,Urban,Bachelor,4.28,0,4,11063.0,More than 1,,Gold,508920
Male,Urban,High School,6.09,1,7,,More than 1,A,Gold,66900
Female,Urban,High School,41.02,0,8,9883.0,More than 1,,Silver,196080
Female,Rural,Bachelor,16.98,1,8,4925.0,1,B,Silver,71760
Male,Rural,High School,4.27,1,4,2265.0,More than 1,A,Platinum,137028
Male,Urban,High School,99.75,1,8,,More than 1,A,Silver,55428
Male,Rural,Bachelor,49.2,0,7,2140.0,1,A,Platinum,60744
Male,Urban,Bachelor,4.92,1,8,7291.0,More than 1,C,Silver,113676
Male,Urban,Bachelor,47.15,0,1,4101.0,More than 1,A,Platinum,179868
Female,Urban,Bachelor,5.97,1,8,2619.0,1,B,Silver,36132
Female,Rural,High School,7.79,1,0,0.0,1,B,Platinum,45000
Male,Urban,Bachelor,6.43,1,1,5420.0,More than 1,,Gold,71412
Male,Urban,High School,5.7,0,1,7160.0,1,B,Silver,53196
Male,Urban,Bachelor,3.55,0,5,2735.0,More than 1,C,Silver,183324
Male,Rural,Bachelor,4.46,0,4,0.0,More than 1,B,Platinum,133464
Male,Urban,High School,9.44,1,8,3589.0,1,B,Platinum,64560
Female,Urban,High School,6.16,0,7,5588.0,More than 1,A,Gold,113532
Female,,Bachelor,7.1,0,0,0.0,More than 1,A,Gold,56088
Female,Urban,High School,8.89,0,2,10691.0,More than 1,B,Gold,95088
Male,Rural,High School,8.01,1,1,,More than 1,C,Platinum,62328
Female,Urban,Bachelor,6.8,1,2,3169.0,More than 1,A,Silver,91716
Male,Urban,Bachelor,6.85,0,8,7575.0,More than 1,,Platinum,575568
Male,Urban,High School,4.14,1,5,3988.0,More than 1,A,Platinum,64740
Male,Urban,Bachelor,7.62,1,0,6557.0,1,A,Platinum,61692
Female,Rural,Bachelor,7.11,0,5,0.0,More than 1,B,Gold,32148
Female,Rural,Bachelor,6.14,1,8,0.0,More than 1,B,Platinum,67812
Female,Rural,Bachelor,6.16,0,8,2233.0,More than 1,B,Silver,139656
Female,Urban,High School,8.57,1,4,2651.0,More than 1,A,Platinum,60552
Male,Urban,High School,8.8,0,7,3885.0,More than 1,A,Gold,50184
Female,Rural,Bachelor,6.62,1,7,0.0,More than 1,A,Silver,100944
Female,Urban,High School,8.32,1,2,3792.0,More than 1,A,Platinum,110112
Male,Urban,High School,2.57,0,7,3969.0,1,,Platinum,29280
Female,Urban,High School,9.72,1,6,0.0,More than 1,B,Platinum,92208
Male,Urban,High School,6.62,0,6,5445.0,More than 1,A,Silver,99744
Male,,High School,7.41,0,8,11097.0,More than 1,B,Gold,103008
Male,Urban,High School,5.45,0,7,6511.0,More than 1,A,Gold,148128
Male,Urban,High School,6.2,1,1,3986.0,More than 1,A,Silver,308256
Male,Urban,High School,3.66,0,1,10582.0,More than 1,B,Platinum,64392
Female,Rural,Bachelor,58.72,1,5,0.0,More than 1,B,Gold,93876
Female,Urban,Bachelor,41.34,0,7,0.0,More than 1,C,Silver,70980
Male,Rural,High School,7.34,0,5,3155.0,More than 1,C,Silver,66096
Female,,High School,3.31,0,8,7795.0,More than 1,B,Gold,68880
Male,Rural,Bachelor,,0,6,0.0,More than 1,B,Gold,245136
Female,Rural,Bachelor,5.42,0,7,17926.0,More than 1,B,Silver,34908
Male,Urban,Bachelor,8.72,0,6,9507.0,More than 1,A,Platinum,542808
Male,Urban,Bachelor,3.2,1,2,3924.0,More than 1,A,Gold,94368
Female,Urban,High School,8.85,0,1,4736.0,1,B,Silver,33204
Female,Urban,Bachelor,0.81,0,6,7260.0,More than 1,B,Silver,51684
Female,Rural,High School,6.47,0,6,0.0,More than 1,A,Platinum,57324
Female,Urban,Bachelor,9.59,1,6,6240.0,More than 1,B,Silver,73236
Male,Rural,Bachelor,87.03,1,1,0.0,1,,Platinum,31524
Male,Rural,High School,5.92,1,1,0.0,1,C,Gold,33360
Male,Rural,Others,8.04,0,6,2476.0,1,B,Platinum,36300
Female,Urban,High School,9.68,0,8,11786.0,More than 1,A,Platinum,166632
Female,Urban,High School,6.78,0,7,0.0,More than 1,B,Platinum,94236
Male,Urban,High School,5.5,1,3,4175.0,More than 1,C,Platinum,65076
Female,Urban,Bachelor,2.32,0,7,0.0,More than 1,C,Silver,178776
Male,Rural,High School,30.43,1,6,2540.0,1,B,Platinum,55188
Male,Urban,Bachelor,5.98,0,6,6739.0,More than 1,A,Platinum,68832
Female,Rural,High School,7.02,0,5,0.0,1,A,Gold,55560
Female,Urban,Bachelor,8.52,0,6,0.0,1,B,Platinum,32028
Male,Rural,High School,9.97,1,5,2519.0,1,B,Platinum,101160
Male,Rural,High School,7.19,0,8,4113.0,More than 1,C,Platinum,32988
Female,,High School,7.78,1,8,7530.0,More than 1,A,Platinum,72468
Female,Urban,High School,,0,5,16135.0,More than 1,A,Platinum,49764
Male,Urban,High School,2.44,0,1,2811.0,More than 1,C,Platinum,57648
Female,Urban,High School,,1,6,10660.0,More than 1,A,Gold,198492
Male,Rural,Bachelor,,1,0,0.0,More than 1,A,Platinum,112704
Female,Urban,Bachelor,7.63,0,0,2171.0,More than 1,,Platinum,488196
Male,Rural,High School,,0,8,,1,,Silver,35628
Female,Urban,Bachelor,8.05,0,4,12582.0,1,C,Gold,64488
Male,,Bachelor,0.47,1,7,3568.0,1,A,Silver,60384
Male,Rural,High School,9.18,1,3,0.0,1,B,Silver,65796
Male,Rural,High School,7.55,0,1,0.0,More than 1,A,Gold,69336
Female,Rural,Bachelor,6.96,1,7,0.0,1,A,Gold,97464
Male,Rural,High School,85.64,1,2,0.0,More than 1,A,Gold,69792
Female,Urban,High School,,0,1,5981.0,More than 1,A,Silver,65604
Female,Urban,High School,2.94,0,6,5646.0,More than 1,A,Silver,63132
Female,Urban,Bachelor,2.02,0,1,5195.0,More than 1,C,Silver,62784
Male,Rural,High School,5.01,0,6,3243.0,More than 1,,Platinum,68868
Female,Urban,High School,7.83,0,7,6881.0,1,B,Silver,70260
Female,Urban,High School,7.19,1,5,0.0,More than 1,,Platinum,67476
Female,Urban,Bachelor,5.78,0,2,0.0,1,A,Platinum,32304
Male,Urban,Bachelor,5.21,1,4,3863.0,1,A,Silver,33960
Male,Urban,High School,3.7,1,7,4364.0,More than 1,A,Gold,103128
Female,Rural,Bachelor,6.29,1,7,0.0,More than 1,B,Silver,68328
Female,Urban,High School,33.91,1,2,0.0,More than 1,A,Platinum,64212
Female,Urban,High School,50.25,1,6,2074.0,More than 1,A,Gold,497268
Female,Urban,Bachelor,7.4,1,5,0.0,More than 1,B,Platinum,200352
Female,Urban,High School,6.49,1,4,7022.0,More than 1,A,Platinum,266568
Male,Rural,High School,9.22,1,6,0.0,More than 1,A,Platinum,69732
Male,Urban,High School,9.53,1,3,3350.0,More than 1,C,Gold,108924
Male,Urban,High School,7.04,1,3,2938.0,More than 1,A,Platinum,93672
Male,Urban,High School,7.22,1,3,0.0,More than 1,A,Platinum,74412
Female,Rural,High School,9.97,0,7,0.0,1,B,Platinum,64656
Male,Urban,High School,6.87,1,4,3926.0,More than 1,A,Gold,68172
Male,Urban,Others,56.0,1,8,0.0,More than 1,A,Silver,62208
Female,Urban,High School,2.33,1,2,0.0,1,A,Platinum,31044
Female,Rural,Bachelor,5.44,0,1,0.0,1,A,Gold,36000
Female,Urban,High School,30.98,1,6,5178.0,More than 1,C,Gold,64200
Female,Urban,Bachelor,9.67,1,2,2251.0,1,A,Platinum,63444
Female,Rural,High School,8.72,0,8,6694.0,More than 1,,Silver,75132
Female,Urban,Others,9.98,1,8,0.0,More than 1,B,Silver,103308
Male,Urban,High School,9.88,1,6,11819.0,More than 1,A,Platinum,112716
Female,Urban,Bachelor,8.91,1,5,8712.0,More than 1,A,Platinum,62700
Female,Urban,High School,2.86,1,6,0.0,More than 1,C,Gold,59832
Male,Urban,High School,3.84,1,6,5202.0,More than 1,A,Platinum,98376
Female,Urban,High School,5.04,0,8,7801.0,More than 1,A,Platinum,45432
Female,Urban,High School,5.16,1,6,5993.0,More than 1,,Platinum,72252
Male,Rural,Bachelor,8.78,0,1,0.0,1,B,Silver,61140
Male,Rural,High School,5.02,1,1,0.0,1,A,Platinum,34704
Female,Urban,High School,7.69,1,7,4966.0,More than 1,B,Platinum,68772
Female,Rural,Bachelor,7.92,0,5,0.0,More than 1,A,Platinum,44856
Female,Urban,Bachelor,50.43,0,5,4124.0,More than 1,A,Silver,81888
Male,Urban,Bachelor,8.83,1,8,0.0,More than 1,A,Silver,92268
Male,Urban,Bachelor,6.79,1,5,3993.0,1,A,Platinum,63600
Male,Urban,High School,4.03,0,2,7087.0,More than 1,,Gold,69720
Male,Urban,High School,8.44,1,7,8512.0,More than 1,B,Gold,106380
Male,Rural,Bachelor,21.24,1,5,0.0,1,A,Platinum,161400
Male,Urban,High School,6.79,1,1,3850.0,1,A,Gold,32796
Female,Urban,High School,9.25,0,2,0.0,More than 1,A,Platinum,110220
Male,Urban,High School,3.88,0,3,15840.0,More than 1,C,Silver,250512
Male,Urban,Others,65.31,1,8,5667.0,More than 1,B,Gold,98892
Male,Urban,Bachelor,4.76,0,7,5800.0,More than 1,B,Platinum,380088
Female,Urban,Bachelor,2.71,1,6,9078.0,More than 1,A,Gold,159912
Female,Urban,Bachelor,9.59,1,1,7745.0,1,A,Gold,374880
Male,Rural,High School,5.4,1,6,0.0,1,B,Platinum,40152
Male,Urban,High School,9.98,1,7,15128.0,More than 1,B,Platinum,304812
Female,Rural,High School,6.37,0,4,3816.0,More than 1,A,Platinum,69612
Female,Urban,High School,4.1,1,4,4968.0,More than 1,A,Silver,99396
Male,Urban,High School,7.45,1,1,3497.0,More than 1,A,Platinum,60864
Female,Rural,Bachelor,,1,1,0.0,1,B,Silver,29448
Female,,Others,6.19,1,6,0.0,1,C,Silver,41076
Female,Rural,High School,50.61,1,7,0.0,1,C,Platinum,35604
Female,Urban,High School,7.48,0,8,7081.0,More than 1,A,Gold,95292
Female,Urban,Bachelor,3.12,1,1,0.0,1,B,Silver,35676
Male,Urban,High School,4.04,0,6,6393.0,More than 1,B,Platinum,55068
Female,,High School,3.24,1,6,3643.0,More than 1,B,Silver,75708
Female,Rural,Bachelor,7.9,1,1,2319.0,More than 1,B,Gold,70908
Male,Urban,High School,4.9,1,6,,1,B,Gold,53124
Male,Urban,Bachelor,7.33,0,5,,1,A,Platinum,28068
Female,Rural,High School,6.5,1,1,0.0,1,A,Platinum,65904
Male,Urban,Bachelor,5.57,1,7,6912.0,More than 1,A,Platinum,61380
Male,Rural,Bachelor,7.23,1,8,0.0,More than 1,B,Platinum,64752
Male,Urban,High School,9.54,0,6,7768.0,More than 1,B,Gold,69612
Female,Urban,High School,,0,2,6610.0,More than 1,A,Platinum,105420
Male,Urban,Bachelor,6.06,1,3,5211.0,1,A,Platinum,32724
Female,Rural,Bachelor,8.58,1,0,0.0,1,B,Platinum,46800
Male,Rural,High School,8.17,1,6,3817.0,1,A,Silver,65244
Female,Rural,Bachelor,8.17,1,4,3586.0,More than 1,B,Gold,69024
Female,Rural,High School,8.09,1,5,2065.0,1,B,Silver,68688
Female,Urban,High School,3.86,0,7,5694.0,More than 1,A,Platinum,60384
Female,Rural,Others,,0,2,2434.0,More than 1,A,Silver,55332
Male,Urban,High School,8.91,0,3,10869.0,More than 1,A,Platinum,46644
Male,Urban,Bachelor,3.41,0,4,5484.0,More than 1,A,Platinum,303420
Male,Urban,Bachelor,26.16,0,5,4684.0,1,A,Platinum,34668
Male,Urban,High School,8.75,0,6,11728.0,More than 1,A,Platinum,148176
Female,Urban,Bachelor,8.43,0,5,3961.0,More than 1,A,Gold,61512
Male,Urban,Others,7.65,1,7,0.0,More than 1,,Gold,49368
Female,Urban,High School,,0,6,3120.0,More than 1,C,Silver,56688
Female,Urban,High School,70.92,1,5,2334.0,More than 1,A,Gold,103740
Female,Urban,Bachelor,5.19,0,1,3738.0,1,A,Platinum,44508
Female,Rural,Bachelor,7.11,0,5,0.0,More than 1,C,Platinum,204660
Female,Urban,High School,8.66,0,1,8020.0,More than 1,A,Platinum,295188
Male,Urban,Others,2.52,1,0,2514.0,More than 1,A,Silver,69372
Male,Urban,High School,8.74,0,0,13093.0,More than 1,A,Platinum,58440
Female,Urban,High School,7.8,1,7,0.0,More than 1,B,Platinum,45108
Male,Urban,High School,8.32,1,2,4189.0,1,A,Gold,55512
Female,,High School,2.9,1,7,0.0,More than 1,A,Gold,55872
Male,Rural,High School,8.74,1,3,0.0,More than 1,B,Silver,69696
Male,Rural,High School,8.05,0,5,0.0,1,A,Platinum,35688
Female,Urban,High School,32.79,1,8,3227.0,More than 1,B,Platinum,68532
Male,Urban,Others,9.0,0,6,5280.0,1,A,Platinum,35184
Male,Urban,High School,6.21,1,3,4086.0,More than 1,A,Platinum,58332
Male,,Bachelor,5.19,0,6,3699.0,1,A,Platinum,336180
Male,Rural,High School,9.09,1,0,,More than 1,A,Platinum,287316
Male,Urban,High School,5.77,1,1,5848.0,1,A,Silver,33348
Female,Urban,High School,2.91,1,8,3880.0,More than 1,A,Platinum,206556
Male,,Bachelor,6.02,1,1,0.0,More than 1,A,Silver,99360
Male,Urban,High School,7.56,1,6,4290.0,More than 1,A,Platinum,60168
Female,Urban,Bachelor,7.53,1,5,3082.0,1,A,Silver,66744
Female,Rural,High School,9.16,0,2,0.0,More than 1,A,Platinum,93552
Female,Urban,High School,7.48,0,1,0.0,1,C,Platinum,60456
Male,Urban,Bachelor,6.11,1,0,3811.0,More than 1,A,Platinum,63576
Female,Urban,High School,6.23,0,6,3889.0,More than 1,C,Gold,66792
Male,Urban,Bachelor,,1,2,12251.0,1,B,Gold,67752
Male,Urban,Bachelor,8.42,1,1,2609.0,More than 1,A,Silver,519444
Male,Urban,Bachelor,6.95,1,7,8528.0,More than 1,B,Gold,103668
Male,Rural,Bachelor,2.15,0,6,5698.0,More than 1,B,Platinum,165624
Female,Urban,High School,1.38,0,0,4504.0,More than 1,A,Platinum,158808
Female,Rural,High School,,0,7,0.0,More than 1,B,Silver,191364
Female,Urban,High School,1.4,0,7,3853.0,More than 1,A,Platinum,45684
Female,Urban,Bachelor,48.85,0,2,0.0,More than 1,,Platinum,151860
Male,Urban,High School,8.35,1,4,0.0,More than 1,A,Gold,334752
Male,Urban,High School,3.58,0,6,5590.0,More than 1,A,Platinum,100500
Male,Urban,Others,6.48,0,7,3915.0,More than 1,C,Gold,173484
Female,Urban,High School,7.13,0,6,5357.0,1,A,Gold,35052
Female,Urban,High School,6.22,1,1,6156.0,More than 1,A,Silver,31416
Male,Rural,High School,74.25,1,3,2954.0,More than 1,A,Silver,65580
Male,Urban,Bachelor,36.31,1,4,3912.0,More than 1,A,Platinum,488184
Male,Urban,Bachelor,6.4,1,2,7174.0,More than 1,A,Platinum,427704
Female,Urban,Bachelor,1.71,0,6,9808.0,More than 1,B,Platinum,200904
Female,Rural,Bachelor,8.22,1,4,2787.0,More than 1,A,Platinum,99504
Female,Rural,High School,6.04,1,7,3123.0,More than 1,A,Platinum,62592
Male,Urban,High School,94.67,0,4,7424.0,1,,Platinum,62088
Female,Urban,Bachelor,3.8,0,2,5661.0,More than 1,A,Platinum,108852
Male,Urban,Bachelor,5.93,1,5,6694.0,1,A,Platinum,33624
Male,Rural,High School,7.69,0,4,5125.0,More than 1,B,Silver,91608
Male,Rural,Bachelor,5.34,1,5,0.0,More than 1,A,Platinum,61236
Female,Urban,Bachelor,2.97,0,7,,More than 1,B,Gold,61860
Female,Urban,High School,8.73,0,2,4147.0,More than 1,A,Gold,58056
Male,Urban,Bachelor,7.24,1,7,2200.0,More than 1,A,Silver,278880
Female,Rural,Bachelor,7.22,0,7,2478.0,More than 1,B,Silver,59964
Female,Urban,Bachelor,9.83,0,7,3834.0,More than 1,A,Platinum,98328
Female,Rural,Bachelor,7.99,0,7,2169.0,More than 1,B,Gold,114252
Female,Urban,High School,4.37,0,3,2231.0,More than 1,B,Platinum,67416
Male,Urban,Bachelor,7.86,1,8,5719.0,1,A,Platinum,30768
Female,Rural,High School,7.13,1,6,0.0,More than 1,A,Gold,65208
Male,Urban,Bachelor,6.96,0,5,8322.0,More than 1,B,Platinum,70896
Female,Urban,High School,6.79,0,6,6295.0,1,A,Silver,102888
Male,Urban,Bachelor,7.09,1,6,5255.0,1,A,Platinum,34056
Female,Urban,Bachelor,10.82,0,7,5564.0,1,A,Silver,66000
Male,Rural,Bachelor,30.29,0,6,2353.0,More than 1,B,Silver,60000
Female,Rural,High School,9.58,1,6,2461.0,1,A,Platinum,67056
Male,Urban,High School,8.44,1,0,3737.0,More than 1,C,Gold,67788
Female,Urban,High School,8.62,1,8,5344.0,More than 1,A,Platinum,65808
Male,Rural,Bachelor,9.88,1,6,3570.0,More than 1,A,Gold,112308
Male,Rural,Others,9.82,1,0,2704.0,1,B,Silver,40608
Male,Urban,Bachelor,5.13,0,7,3145.0,More than 1,B,Platinum,98868
Male,,High School,6.27,0,6,0.0,More than 1,A,Silver,59652
Male,Urban,High School,8.4,1,5,3680.0,1,A,Platinum,32856
Female,Urban,High School,4.65,0,8,5684.0,More than 1,A,Gold,111492
Male,Urban,Bachelor,,1,3,5450.0,More than 1,B,Platinum,66780
Male,Urban,High School,14.45,0,0,4835.0,1,A,Platinum,63588
Male,Urban,High School,,1,3,3765.0,1,A,Platinum,37356
Male,Urban,High School,,0,3,4202.0,More than 1,B,Platinum,349200
Female,Urban,Others,7.74,1,4,7257.0,More than 1,B,Silver,105036
Female,Rural,High School,4.26,1,2,3458.0,More than 1,A,Silver,72252
Male,Urban,Bachelor,,1,5,2029.0,More than 1,A,Gold,168912
Male,Urban,High School,2.55,0,3,7660.0,More than 1,A,Platinum,326604
Female,Urban,High School,5.33,1,7,4014.0,More than 1,A,Platinum,63432
Male,Rural,Bachelor,80.07,1,3,0.0,More than 1,B,Silver,67716
Male,,Bachelor,5.13,1,4,0.0,1,B,Silver,31380
Male,,High School,5.18,0,7,10047.0,More than 1,A,Gold,526896
Female,Urban,High School,9.66,0,8,2170.0,More than 1,A,Gold,31440
Female,Rural,High School,7.77,1,4,0.0,1,A,Platinum,38172
Female,Urban,Bachelor,2.42,1,8,7130.0,1,A,Silver,67392
Male,Urban,High School,2.65,0,2,6203.0,1,A,Platinum,73032
Male,Urban,Bachelor,74.55,0,2,5231.0,More than 1,B,Platinum,59436
Male,Urban,High School,7.35,1,6,17571.0,1,,Platinum,120204
Male,Rural,High School,8.82,0,5,7560.0,More than 1,,Gold,136140
Female,Rural,High School,59.58,0,6,2762.0,More than 1,B,Gold,58104
Female,Urban,High School,9.29,0,4,6908.0,1,A,Gold,63168
Male,Urban,High School,3.24,1,6,12440.0,More than 1,B,Silver,69204
Female,Urban,High School,9.61,0,5,8982.0,More than 1,A,Platinum,239580
Female,Rural,Others,9.12,1,5,2170.0,More than 1,C,Platinum,69840
Male,Urban,High School,7.59,0,6,2653.0,1,A,Platinum,86352
Female,Urban,High School,8.1,1,4,6100.0,1,A,Gold,30504
Male,Urban,High School,3.06,1,7,0.0,1,B,Gold,37788
Female,Urban,High School,5.8,0,0,6873.0,More than 1,C,Platinum,206448
Female,Urban,Bachelor,6.43,1,6,5284.0,1,,Gold,93408
Female,Urban,Bachelor,6.26,0,6,3504.0,More than 1,B,Platinum,108948
Male,Urban,High School,3.4,0,2,3727.0,More than 1,C,Platinum,62628
Male,Urban,High School,,0,6,9408.0,More than 1,A,Platinum,327252
Male,Urban,High School,4.63,0,2,7455.0,More than 1,B,Silver,228408
Male,Rural,Bachelor,5.64,1,3,3570.0,More than 1,B,Platinum,95040
Male,Urban,Bachelor,3.25,0,4,3578.0,More than 1,C,Silver,37344
Female,Urban,High School,2.43,0,5,4840.0,More than 1,B,Platinum,413544
Female,Rural,High School,5.88,0,6,0.0,More than 1,B,Silver,68772
Male,Urban,High School,9.18,0,4,3459.0,More than 1,B,Silver,65376
Male,Urban,Bachelor,9.96,1,2,5659.0,More than 1,B,Gold,147156
Male,Urban,Bachelor,3.13,1,6,0.0,More than 1,B,Platinum,263364
Male,Urban,High School,9.24,0,6,2669.0,More than 1,A,Silver,57240
Male,Urban,High School,3.98,0,8,4000.0,More than 1,B,Platinum,60420
Female,Urban,High School,41.96,1,6,7992.0,More than 1,A,Silver,106584
Male,Urban,High School,6.97,0,8,2293.0,More than 1,A,Gold,196368
Female,Rural,High School,32.47,0,3,0.0,1,,Silver,69348
Male,Urban,High School,18.68,0,1,2644.0,More than 1,A,Platinum,83652
Male,Rural,Bachelor,5.31,0,7,2525.0,1,B,Gold,38028
Female,Urban,Bachelor,40.13,1,6,4058.0,1,A,Silver,59748
Male,Urban,Bachelor,,1,5,3738.0,More than 1,A,Platinum,138780
Female,Rural,Bachelor,7.68,1,0,5172.0,1,A,Platinum,58404
Male,Urban,Bachelor,1.71,1,8,5698.0,1,A,Gold,32628
Male,,High School,,1,1,3023.0,1,A,Platinum,36600
Female,Urban,Bachelor,5.45,1,7,6412.0,More than 1,A,Silver,24876
Male,,High School,7.28,1,4,3669.0,More than 1,A,Platinum,110556
Female,Rural,High School,5.74,0,5,2015.0,1,A,Platinum,87252
Male,Urban,Bachelor,6.57,1,8,3886.0,More than 1,,Gold,101172
Male,Rural,High School,59.31,1,2,2885.0,1,A,Platinum,43752
Female,Urban,Bachelor,6.36,1,2,5807.0,More than 1,A,Platinum,153492
Male,Rural,High School,64.02,1,6,2179.0,More than 1,A,Platinum,89784
Male,Urban,High School,1.27,0,5,6770.0,More than 1,A,Platinum,466512
Male,Urban,Bachelor,6.56,1,3,4822.0,More than 1,A,Gold,88056
Male,Urban,Bachelor,3.03,0,6,5899.0,More than 1,B,Silver,72180
Male,Urban,Bachelor,86.34,1,5,0.0,More than 1,A,Silver,94308
Male,Rural,High School,5.06,0,6,3679.0,More than 1,A,Platinum,59076
Male,Rural,Bachelor,6.81,1,8,9485.0,More than 1,B,Gold,199152
Female,Urban,High School,,1,7,3608.0,More than 1,A,Gold,60336
